,0,1,2,3,4,5
0,17024,33124,2003,6,1750,0
1,0,131912,9302,239,15134,67
2,0,0,177751,0,71052,0
3,0,0,95,192010,281,5
4,0,0,0,0,175700,0
5,0,0,98,0,228,10810
