,0,1,2,3,4,5
0,5205,7,0,0,0,0
1,0,1736,0,0,0,13
2,5,7,13378,19,0,14
3,0,0,0,11446,0,5
4,3,5,0,5,14391,24
5,0,0,0,0,0,381
