,0,1,2,3,4,5
0,53884,0,9,1,13,0
1,156,156221,122,37,114,4
2,0,0,247222,965,381,235
3,0,0,0,192391,0,0
4,0,0,0,1475,174089,136
5,0,0,0,23,0,11113
