,0,1,2,3,4,5
0,5663,6,6,0,3,0
1,0,1896,2,0,0,0
2,0,0,12631,21,0,16
3,0,0,0,8040,0,9
4,0,0,0,8,10286,28
5,0,0,0,0,0,326
