,0,1,2,3,4,5
0,143035,1263,2875,0,65,0
1,1491,302154,3331,0,28,0
2,580,434,562093,4,35,0
3,0,0,460,134040,1,0
4,16,13,1459,0,13793,0
5,0,0,93,6,0,5207
