,0,1,2,3,4,5
0,17027,33124,2000,6,1750,0
1,0,131930,9290,239,15127,68
2,0,0,177594,0,71209,0
3,0,0,50,192200,127,14
4,0,0,0,0,175700,0
5,0,0,72,0,203,10861
