,0,1,2,3,4,5
0,1027,0,0,0,0,0
1,0,1067,0,0,0,0
2,0,0,1035,0,0,0
3,0,0,0,1035,0,0
4,0,0,0,0,1086,0
5,0,0,0,0,0,1118
