,0,1,2,3,4,5
0,9816,11110,1104,5,1630,0
1,0,62062,3162,228,4158,39
2,2,0,41296,1,18079,0
3,0,0,267,183805,909,7
4,0,0,0,0,83587,0
5,0,0,111,1,298,9736
