,0,1,2,3,4,5
0,14004,9661,0,0,0,0
1,0,69649,0,0,0,0
2,303,5254,35871,0,17950,0
3,20,6037,68,178576,282,5
4,385,5622,0,0,77580,0
5,1,279,48,0,188,9630
