,0,1,2,3,4,5
0,23665,0,0,0,0,0
1,8,69641,0,0,0,0
2,0,0,59371,2,2,3
3,0,1,0,184987,0,0
4,1,0,0,5,83576,5
5,0,0,0,0,0,10146
