,0,1,2,3,4,5
0,53803,72,9,5,18,0
1,0,156134,152,239,124,5
2,0,0,248465,123,4,211
3,0,0,0,192391,0,0
4,0,0,47,160,175200,293
5,0,0,0,2,0,11134
