,0,1,2,3,4,5
0,23515,0,6,5,139,0
1,45146,23838,14,226,420,5
2,0,0,1450,129,57798,1
3,0,0,0,184933,0,55
4,0,0,0,249,83336,2
5,0,0,0,0,0,10146
