,0,1,2,3,4,5
0,5289,19615,919,0,390,0
1,0,61095,5146,8,10560,14
2,0,0,102411,0,46729,0
3,0,0,8,2440,9,0
4,0,0,0,0,77054,0
5,0,0,14,0,26,482
