,0,1,2,3,4,5
0,147231,7,0,0,0,0
1,0,307004,0,0,0,0
2,44,10,562864,54,47,127
3,0,0,0,134494,0,7
4,0,0,0,0,15278,3
5,0,0,0,0,0,5306
