,0,1,2,3,4,5
0,17022,33121,2006,6,1751,1
1,0,131852,9323,239,15166,74
2,0,0,177797,0,71006,0
3,0,0,60,192067,229,35
4,0,0,0,0,175700,0
5,0,0,8,0,150,10978
