,0,1,2,3,4,5
0,147238,0,0,0,0,0
1,61152,245852,0,0,0,0
2,3002,49514,510497,7,120,6
3,0,4036,0,130465,0,0
4,50,429,0,0,14802,0
5,0,4,0,0,0,5302
