,0,1,2,3,4,5
0,17022,32961,2005,6,1913,0
1,0,130791,9295,239,16262,67
2,0,0,177154,0,71648,1
3,0,0,49,192165,170,7
4,0,0,0,0,175700,0
5,0,0,82,0,238,10816
