,0,1,2,3,4,5
0,42867,30175,11770,9,198,6
1,0,334889,26322,458,550,194
2,0,2,404381,96,91,31
3,0,0,0,133575,0,0
4,0,0,0,2,10775,1
5,0,0,0,0,0,5615
