,0,1,2,3,4,5
0,41043,29395,14366,7,208,6
1,0,331990,29322,446,467,188
2,0,2,404536,2,61,0
3,0,0,547,133014,13,1
4,0,0,1305,1,9472,0
5,0,0,70,3,3,5539
