,0,1,2,3,4,5
0,10213,11273,917,5,1257,0
1,0,62176,3161,228,4043,41
2,0,0,40219,0,19159,0
3,0,0,67,184652,264,5
4,0,0,0,0,83587,0
5,0,0,75,0,192,9879
