,0,1,2,3,4,5
0,4867,344,0,0,0,1
1,114,1631,0,0,0,4
2,10,7,13402,0,0,4
3,0,1,5,11426,9,10
4,6,8,0,0,14391,23
5,0,0,0,0,0,381
