,0,1,2,3,4,5
0,16385,32655,2628,6,2233,0
1,0,131130,9690,238,15533,63
2,2,0,182111,1,66689,0
3,0,0,383,191032,968,8
4,0,0,0,0,175700,0
5,0,0,146,1,360,10629
