,0,1,2,3,4,5
0,85025,0,0,0,0,0
1,26,362387,0,0,0,0
2,0,6,404156,0,434,5
3,0,0,5,133568,0,2
4,0,0,0,0,10778,0
5,0,0,0,0,0,5615
