,0,1,2,3,4,5
0,10216,11269,918,5,1257,0
1,0,62166,3168,228,4046,41
2,0,0,40230,0,19148,0
3,0,0,66,184648,265,9
4,0,0,0,0,83587,0
5,0,0,74,0,194,9878
