,0,1,2,3,4,5
0,5996,2,0,0,0,0
1,0,2263,0,0,1,3
2,11,1,13453,35,0,12
3,0,0,0,8976,0,10
4,4,1,0,16,11023,11
5,0,0,0,0,0,293
