,0,1,2,3,4,5
0,5204,8,0,0,0,0
1,0,1747,0,0,0,2
2,5,4,13391,18,1,4
3,0,1,0,11450,0,0
4,1,5,0,20,14387,15
5,0,0,0,0,0,381
