,0,1,2,3,4,5
0,5996,2,0,0,0,0
1,0,2264,0,0,0,3
2,1,1,13495,5,0,10
3,0,0,1,8984,1,0
4,0,3,0,4,11042,6
5,0,0,0,0,0,293
