,0,1,2,3,4,5
0,5191,21,0,0,0,0
1,0,1748,0,0,0,1
2,18,8,13389,0,1,7
3,0,0,14,11420,12,5
4,10,7,0,0,14390,21
5,0,1,0,0,0,380
