,0,1,2,3,4,5
0,5207,5,0,0,0,0
1,0,1745,0,3,0,1
2,8,9,13398,0,4,4
3,0,0,4,11441,5,1
4,3,8,0,2,14403,12
5,0,1,0,0,0,380
