,0,1,2,3,4,5
0,5174,27,4,0,3,4
1,1,1731,0,0,6,11
2,3,18,13382,9,9,2
3,0,6,7,11412,2,24
4,22,34,10,82,14279,1
5,0,0,0,0,0,381
