,0,1,2,3,4,5
0,5991,7,0,0,0,0
1,0,2265,0,0,0,2
2,9,15,13409,71,0,8
3,0,1,0,8976,0,9
4,10,15,0,71,10955,4
5,0,0,0,0,0,293
