,0,1,2,3,4,5
0,5211,1,0,0,0,0
1,0,1742,1,0,0,6
2,0,0,13413,1,0,9
3,0,0,3,11431,4,13
4,1,1,0,0,14403,23
5,0,0,0,0,0,381
