,0,1,2,3,4,5
0,5205,7,0,0,0,0
1,0,1745,0,0,0,4
2,5,8,13400,0,1,9
3,0,1,6,11430,3,11
4,2,7,0,0,14396,23
5,0,0,0,0,0,381
