,0,1,2,3,4,5
0,5992,6,0,0,0,0
1,0,2266,0,0,0,1
2,1,2,13465,33,0,11
3,0,1,0,8974,0,11
4,1,4,0,26,11018,6
5,0,0,0,0,0,293
