,0,1,2,3,4,5
0,147238,0,0,0,0,0
1,0,307004,0,0,0,0
2,35,61,563006,4,40,0
3,0,0,0,134501,0,0
4,0,0,0,0,15281,0
5,0,0,0,0,0,5306
