,0,1,2,3,4,5
0,70528,49571,6228,97,20806,8
1,107611,152272,13107,1163,32407,444
2,61566,42684,92176,112299,182586,71835
3,25,158,4487,89577,331,39923
4,1524,898,1530,517,10309,503
5,0,0,6,90,1,5209
