,0,1,2,3,4,5
0,1522,2233,168,1,105,0
1,0,8611,972,3,584,12
2,0,0,34688,0,5597,0
3,0,0,20,4920,6,0
4,0,0,0,0,15059,0
5,0,0,7,0,8,453
