,0,1,2,3,4,5
0,5963,33,0,1,1,0
1,3,2263,0,0,0,1
2,8,29,13423,9,25,18
3,0,12,1,8966,0,7
4,9,12,0,11,11008,15
5,0,0,0,0,0,293
