,0,1,2,3,4,5
0,5965,32,0,1,0,0
1,0,2256,0,1,0,10
2,1,1,13434,5,51,20
3,0,8,6,8960,4,8
4,11,3,19,2,11002,18
5,0,0,0,0,0,293
