,0,1,2,3,4,5
0,5977,19,0,0,2,0
1,0,2259,0,2,0,6
2,15,1,13460,1,22,13
3,0,1,37,8923,19,6
4,25,5,30,0,10989,6
5,0,0,0,0,0,293
