,0,1,2,3,4,5
0,10211,11273,919,5,1257,0
1,0,62152,3170,228,4055,44
2,0,0,40189,0,19189,0
3,0,0,69,184625,288,6
4,0,0,0,0,83587,0
5,0,0,40,0,164,9942
