,0,1,2,3,4,5
0,23665,0,0,0,0,0
1,2,69646,0,0,1,0
2,0,0,59376,0,1,1
3,0,0,1,184983,3,1
4,0,0,0,0,83583,4
5,0,0,0,0,0,10146
