,0,1,2,3,4,5
0,5670,8,0,0,0,0
1,0,1897,0,0,0,1
2,7,7,12646,0,0,8
3,0,1,14,8016,8,10
4,2,3,0,0,10302,15
5,0,0,0,0,0,326
