,0,1,2,3,4,5
0,23549,1,6,4,104,1
1,49438,19661,9,200,324,17
2,0,0,1441,135,57721,81
3,0,0,0,183658,0,1330
4,0,0,0,258,83178,151
5,0,0,0,0,0,10146
